image,category,shelf_name,x1,y1,x2,y2,w,h,train
C2_P05_N3_S3_1.JPG,0,C2_P05,1956,1232,2160,1536,204,304,True
C1_P06_N2_S3_2.JPG,0,C1_P06,172,1524,420,1852,248,328,True
C2_P01_N1_S5_2.JPG,0,C2_P01,760,972,860,1128,100,156,True
C2_P07_N1_S6_2.JPG,0,C2_P07,604,1088,708,1236,104,148,False
C2_P01_N1_S5_1.JPG,0,C2_P01,36,944,148,1100,112,156,True
C1_P11_N1_S5_1.JPG,0,C1_P11,596,1620,764,1888,168,268,True
C4_P02_N2_S3_1.JPG,0,C4_P02,2012,964,2180,1228,168,264,True
C1_P04_N2_S3_1.JPG,0,C1_P04,2824,396,3036,752,212,356,True
C1_P02_N2_S4_1.JPG,0,C1_P02,728,84,968,468,240,384,True
C2_P06_N1_S4_1.JPG,0,C2_P06,1928,912,2092,1148,164,236,False
C3_P06_N1_S3_1.JPG,0,C3_P06,1692,556,1904,884,212,328,True
C4_P05_N1_S4_1.JPG,0,C4_P05,1536,672,1728,968,192,296,True
C4_P05_N1_S5_1.JPG,0,C4_P05,1808,1380,1968,1636,160,256,True
C2_P04_N1_S5_1.JPG,0,C2_P04,164,928,300,1124,136,196,False
C4_P03_N1_S4_1.JPG,0,C4_P03,2396,1672,2564,1960,168,288,True
C4_P06_N2_S3_1.JPG,0,C4_P06,2320,1344,2516,1664,196,320,True
C1_P05_N2_S4_2.JPG,0,C1_P05,2424,1428,2640,1776,216,348,True
C1_P05_N1_S5_1.JPG,0,C1_P05,1892,652,2076,912,184,260,True
C4_P05_N1_S5_1.JPG,0,C4_P05,2204,20,2372,248,168,228,True
C2_P08_N1_S4_1.JPG,0,C2_P08,948,940,1104,1176,156,236,False
C1_P05_N1_S3_2.JPG,0,C1_P05,552,396,764,724,212,328,True
C1_P05_N2_S3_1.JPG,0,C1_P05,552,1560,784,1920,232,360,True
C2_P07_N1_S6_1.JPG,0,C2_P07,132,684,240,824,108,140,False
C1_P12_N2_S2_1.JPG,0,C1_P12,1620,1404,1964,1920,344,516,True
C4_P05_N1_S3_1.JPG,0,C4_P05,1328,884,1544,1236,216,352,True
C2_P04_N1_S4_1.JPG,0,C2_P04,512,632,664,868,152,236,False
C2_P01_N1_S5_1.JPG,0,C2_P01,820,260,932,408,112,148,True
C2_P01_N1_S2_1.JPG,0,C2_P01,292,792,460,1016,168,224,True
C1_P05_N1_S5_1.JPG,0,C1_P05,2584,1148,2768,1428,184,280,True
C2_P01_N2_S3_1.JPG,0,C2_P01,256,372,424,604,168,232,True
C3_P03_N1_S5_1.JPG,0,C3_P03,2008,1120,2160,1396,152,276,True
C1_P10_N3_S2_1.JPG,0,C1_P10,120,496,392,904,272,408,True
C1_P12_N4_S2_1.JPG,0,C1_P12,144,1316,468,1844,324,528,True
C4_P07_N1_S3_1.JPG,0,C4_P07,672,1532,864,1832,192,300,True
C3_P02_N2_S2_1.JPG,0,C3_P02,3120,1180,3360,1536,240,356,True
C2_P01_N1_S3_1.JPG,0,C2_P01,556,1228,708,1412,152,184,True
C3_P07_N2_S4_1.JPG,0,C3_P07,2756,776,3032,1156,276,380,True
C1_P08_N2_S4_2.JPG,0,C1_P08,2812,932,3016,1288,204,356,True
C2_P02_N2_S2_1.JPG,0,C2_P02,2204,264,2432,656,228,392,True
C3_P07_N1_S5_1.JPG,0,C3_P07,640,76,844,348,204,272,True
C3_P01_N4_S2_1.JPG,0,C3_P01,2864,348,3272,1020,408,672,True
C2_P02_N1_S4_1.JPG,0,C2_P02,1476,308,1644,544,168,236,True
C2_P07_N1_S4_1.JPG,0,C2_P07,448,1392,604,1644,156,252,False
C2_P01_N2_S2_1.JPG,0,C2_P01,116,984,288,1228,172,244,True
C1_P11_N1_S5_1.JPG,0,C1_P11,1608,796,1776,1032,168,236,True
C2_P04_N3_S3_1.JPG,0,C2_P04,1736,1192,1900,1448,164,256,False
C2_P09_N1_S7_1.JPG,0,C2_P09,1764,140,1864,312,100,172,False
C2_P05_N3_S3_2.JPG,0,C2_P05,48,140,232,384,184,244,True
C3_P06_N1_S5_1.JPG,0,C3_P06,1192,1544,1336,1852,144,308,True
C3_P02_N1_S5_1.JPG,0,C3_P02,1248,1616,1408,1856,160,240,True
C4_P05_N1_S5_1.JPG,0,C4_P05,712,528,872,788,160,260,True
C3_P06_N3_S4_2.JPG,0,C3_P06,1564,1968,1780,2280,216,312,True
C3_P03_N2_S3_1.JPG,0,C3_P03,208,1164,460,1540,252,376,True
C2_P03_N1_S3_1.JPG,0,C2_P03,560,184,804,584,244,400,True
C2_P09_N1_S7_1.JPG,0,C2_P09,2312,448,2408,584,96,136,False
C3_P03_N1_S3_1.JPG,0,C3_P03,3120,1112,3400,1488,280,376,True
C3_P01_N2_S2_1.JPG,0,C3_P01,2784,1532,3136,2116,352,584,True
C2_P02_N1_S4_1.JPG,0,C2_P02,240,1100,416,1352,176,252,True
C3_P01_N2_S4_1.JPG,0,C3_P01,1424,196,1616,564,192,368,True
C1_P11_N1_S4_1.JPG,0,C1_P11,1680,2052,1912,2432,232,380,True
C2_P07_N2_S4_1.JPG,0,C2_P07,4,940,160,1164,156,224,False
C3_P01_N1_S2_1.JPG,0,C3_P01,1968,488,2348,1068,380,580,True
C2_P01_N2_S3_2.JPG,0,C2_P01,600,776,756,980,156,204,True
C1_P11_N2_S4_1.JPG,0,C1_P11,1352,2060,1596,2416,244,356,True
C2_P05_N1_S5_1.JPG,0,C2_P05,572,1256,700,1432,128,176,True
C1_P05_N1_S4_3.JPG,0,C1_P05,2080,260,2288,608,208,348,True
C2_P09_N1_S7_1.JPG,0,C2_P09,632,928,732,1084,100,156,False
C3_P06_N2_S3_2.JPG,0,C3_P06,248,1056,508,1468,260,412,True
C1_P06_N2_S3_2.JPG,0,C1_P06,2964,1432,3212,1816,248,384,True
C1_P03_N2_S3_1.JPG,0,C1_P03,332,1148,528,1416,196,268,False
C2_P01_N2_S2_1.JPG,0,C2_P01,2004,984,2176,1228,172,244,True
C3_P04_N1_S5_1.JPG,0,C3_P04,352,1484,524,1732,172,248,True
C1_P09_N4_S4_1.JPG,0,C1_P09,2140,132,2336,408,196,276,False
C4_P02_N1_S3_1.JPG,0,C4_P02,876,864,1040,1096,164,232,True
C3_P04_N1_S2_1.JPG,0,C3_P04,2028,1396,2408,2060,380,664,True
C2_P08_N1_S4_1.JPG,0,C2_P08,68,920,224,1156,156,236,False
C2_P05_N1_S2_1.JPG,0,C2_P05,72,848,284,1136,212,288,True
C2_P01_N4_S2_1.JPG,0,C2_P01,524,868,700,1116,176,248,True
C1_P08_N4_S3_1.JPG,0,C1_P08,2956,1508,3160,1840,204,332,True
C2_P04_N3_S4_1.JPG,0,C2_P04,316,1432,472,1640,156,208,False
C4_P08_N1_S5_2.JPG,0,C4_P08,920,1392,1056,1628,136,236,False
C1_P06_N3_S3_1.JPG,0,C1_P06,924,812,1144,1120,220,308,True
C3_P07_N3_S3_1.JPG,0,C3_P07,1748,1964,2008,2296,260,332,True
C1_P01_N1_S3_1.JPG,0,C1_P01,1268,292,1544,740,276,448,True
C2_P09_N1_S7_1.JPG,0,C2_P09,1460,1668,1560,1800,100,132,False
C3_P06_N3_S4_2.JPG,0,C3_P06,2720,224,2924,660,204,436,True
C2_P06_N1_S4_1.JPG,0,C2_P06,1528,1372,1668,1588,140,216,False
C1_P04_N1_S5_1.JPG,0,C1_P04,1324,84,1484,364,160,280,True
C3_P06_N2_S3_2.JPG,0,C3_P06,3668,1668,3904,2128,236,460,True
C4_P03_N2_S4_1.JPG,0,C4_P03,1232,1744,1400,2036,168,292,True
C4_P04_N3_S3_1.JPG,0,C4_P04,532,1096,768,1432,236,336,True
C2_P08_N3_S3_1.JPG,0,C2_P08,1652,872,1860,1196,208,324,False
C1_P05_N1_S4_2.JPG,0,C1_P05,2496,692,2728,1044,232,352,True
C3_P06_N3_S4_2.JPG,0,C3_P06,2768,852,2944,1240,176,388,True
C3_P06_N4_S3_1.JPG,0,C3_P06,1268,1236,1536,1636,268,400,True
C1_P10_N1_S4_1.JPG,0,C1_P10,200,1808,364,2056,164,248,True
C2_P04_N3_S4_1.JPG,0,C2_P04,2164,1500,2336,1728,172,228,False
C1_P08_N3_S4_1.JPG,0,C1_P08,1868,1976,2104,2348,236,372,True
C2_P08_N2_S4_1.JPG,0,C2_P08,824,520,976,760,152,240,False
C2_P06_N1_S5_1.JPG,0,C2_P06,1468,96,1596,260,128,164,False
C2_P07_N2_S4_1.JPG,0,C2_P07,616,1320,768,1564,152,244,False
C2_P09_N1_S7_2.JPG,0,C2_P09,1168,612,1260,776,92,164,False
C3_P03_N4_S2_1.JPG,0,C3_P03,2736,252,3016,788,280,536,True
C2_P08_N3_S3_2.JPG,0,C2_P08,1356,172,1536,468,180,296,False
C2_P09_N1_S7_1.JPG,0,C2_P09,1272,1420,1376,1568,104,148,False
C2_P01_N1_S3_1.JPG,0,C2_P01,888,760,1024,932,136,172,True
C1_P03_N1_S3_2.JPG,0,C1_P03,736,1532,912,1756,176,224,False
C2_P03_N1_S3_1.JPG,0,C2_P03,276,1472,548,1896,272,424,True
C4_P02_N1_S3_2.JPG,0,C4_P02,708,232,880,456,172,224,True
C2_P03_N1_S3_1.JPG,0,C2_P03,788,784,1072,1228,284,444,True
C4_P02_N2_S4_1.JPG,0,C4_P02,1708,1764,1852,1976,144,212,True
C1_P02_N2_S4_1.JPG,0,C1_P02,916,1396,1180,1776,264,380,True
C1_P02_N1_S3_1.JPG,0,C1_P02,1040,148,1324,624,284,476,True
C2_P04_N1_S4_1.JPG,0,C2_P04,1764,672,1928,912,164,240,False
C3_P05_N3_S2_1.JPG,0,C3_P05,2884,1208,3156,1600,272,392,True
C1_P08_N2_S4_2.JPG,0,C1_P08,2120,428,2300,736,180,308,True
C1_P06_N3_S3_1.JPG,0,C1_P06,2096,800,2292,1120,196,320,True
C3_P03_N1_S5_1.JPG,0,C3_P03,508,1668,660,1900,152,232,True
C2_P02_N3_S3_1.JPG,0,C2_P02,2324,220,2524,512,200,292,True
C2_P09_N1_S7_1.JPG,0,C2_P09,296,1648,392,1792,96,144,False
C1_P04_N1_S5_1.JPG,0,C1_P04,1988,2132,2160,2412,172,280,True
C4_P02_N1_S3_2.JPG,0,C4_P02,1312,876,1500,1120,188,244,True
C2_P03_N2_S4_1.JPG,0,C2_P03,476,1492,644,1780,168,288,True
C1_P04_N1_S3_2.JPG,0,C1_P04,1688,1664,1916,2000,228,336,True
C3_P02_N1_S5_1.JPG,0,C3_P02,1396,2064,1544,2280,148,216,True
C2_P08_N3_S3_2.JPG,0,C2_P08,184,196,364,492,180,296,False
C1_P08_N3_S4_2.JPG,0,C1_P08,2428,1436,2616,1772,188,336,True
C4_P01_N3_S3_1.JPG,0,C4_P01,1280,1596,1472,1920,192,324,True
C1_P05_N1_S4_2.JPG,0,C1_P05,808,692,1040,1044,232,352,True
C2_P06_N1_S5_1.JPG,0,C2_P06,1560,784,1688,968,128,184,False
C4_P05_N5_S2_1.JPG,0,C4_P05,496,240,692,604,196,364,True
C4_P07_N2_S4_1.JPG,0,C4_P07,976,724,1136,1000,160,276,True
C2_P02_N2_S3_1.JPG,0,C2_P02,964,152,1180,516,216,364,True
C1_P03_N1_S2_1.JPG,0,C1_P03,2912,360,3076,688,164,328,False
C4_P07_N2_S3_1.JPG,0,C4_P07,2004,804,2196,1100,192,296,True
C1_P04_N2_S3_1.JPG,0,C1_P04,2372,1764,2588,2096,216,332,True
C1_P04_N1_S3_1.JPG,0,C1_P04,164,492,324,856,160,364,True
C4_P04_N3_S3_1.JPG,0,C4_P04,1904,92,2132,456,228,364,True
C1_P12_N1_S3_1.JPG,0,C1_P12,700,1024,976,1440,276,416,True
C4_P05_N1_S4_1.JPG,0,C4_P05,1664,1644,1840,1988,176,344,True
C2_P06_N1_S5_1.JPG,0,C2_P06,1680,784,1808,968,128,184,False
C2_P09_N1_S7_1.JPG,0,C2_P09,748,1172,848,1328,100,156,False
C4_P01_N1_S2_1.JPG,0,C4_P01,2488,1116,2688,1416,200,300,True
C4_P02_N4_S2_1.JPG,0,C4_P02,32,344,244,668,212,324,True
C2_P04_N3_S4_1.JPG,0,C2_P04,2292,1084,2472,1360,180,276,False
C4_P01_N2_S4_1.JPG,0,C4_P01,1096,1776,1268,2020,172,244,True
C3_P06_N1_S4_1.JPG,0,C3_P06,1632,216,1832,540,200,324,True
C2_P01_N2_S3_1.JPG,0,C2_P01,616,1536,796,1760,180,224,True
C1_P05_N1_S5_1.JPG,0,C1_P05,1356,1636,1544,1916,188,280,True
C1_P01_N1_S5_1.JPG,0,C1_P01,1272,52,1448,348,176,296,True
C1_P02_N2_S4_1.JPG,0,C1_P02,232,736,456,1112,224,376,True
C1_P03_N1_S3_1.JPG,0,C1_P03,1896,296,2084,560,188,264,False
C1_P06_N2_S3_2.JPG,0,C1_P06,2624,96,2852,408,228,312,True
C3_P01_N3_S2_1.JPG,0,C3_P01,2512,496,2856,1036,344,540,True
C1_P12_N4_S3_1.JPG,0,C1_P12,624,1836,876,2196,252,360,True
C4_P08_N2_S3_1.JPG,0,C4_P08,980,692,1212,1052,232,360,False
C4_P08_N3_S3_2.JPG,0,C4_P08,608,976,836,1352,228,376,False
C3_P06_N2_S3_2.JPG,0,C3_P06,3660,976,3912,1456,252,480,True
C1_P11_N2_S3_2.JPG,0,C1_P11,2472,884,2668,1204,196,320,True
C2_P09_N1_S7_1.JPG,0,C2_P09,2060,956,2164,1112,104,156,False
C2_P04_N3_S4_1.JPG,0,C2_P04,1264,12,1464,372,200,360,False
C4_P06_N4_S3_1.JPG,0,C4_P06,1640,1248,1828,1592,188,344,True
C1_P12_N1_S4_1.JPG,0,C1_P12,728,1972,944,2320,216,348,True
C3_P06_N3_S4_2.JPG,0,C3_P06,2492,1432,2688,1780,196,348,True
C2_P02_N1_S5_1.JPG,0,C2_P02,932,300,1048,468,116,168,True
C2_P09_N1_S7_2.JPG,0,C2_P09,1272,1552,1364,1684,92,132,False
C1_P09_N1_S5_1.JPG,0,C1_P09,1232,492,1408,788,176,296,False
C1_P03_N2_S3_1.JPG,0,C1_P03,2664,1248,2872,1512,208,264,False
C1_P05_N1_S3_2.JPG,0,C1_P05,1012,996,1256,1324,244,328,True
C3_P07_N3_S3_1.JPG,0,C3_P07,2820,1916,3100,2312,280,396,True
C2_P05_N3_S3_1.JPG,0,C2_P05,2212,732,2408,1016,196,284,True
C2_P03_N2_S3_1.JPG,0,C2_P03,904,788,1136,1180,232,392,True
C2_P05_N2_S2_1.JPG,0,C2_P05,112,676,332,964,220,288,True
C4_P05_N3_S3_1.JPG,0,C4_P05,1096,784,1304,1100,208,316,True
C4_P03_N3_S3_1.JPG,0,C4_P03,1376,836,1588,1204,212,368,True
C3_P01_N2_S2_1.JPG,0,C3_P01,688,1520,1068,2104,380,584,True
C1_P06_N3_S3_1.JPG,0,C1_P06,2192,104,2412,412,220,308,True
C2_P08_N1_S6_2.JPG,0,C2_P08,692,440,800,604,108,164,False
C4_P05_N2_S4_1.JPG,0,C4_P05,956,684,1132,984,176,300,True
C1_P06_N3_S3_2.JPG,0,C1_P06,668,1872,900,2244,232,372,True
C1_P08_N4_S4_1.JPG,0,C1_P08,604,1580,836,1932,232,352,True
C4_P05_N1_S3_1.JPG,0,C4_P05,328,1424,532,1764,204,340,True
C2_P07_N2_S4_1.JPG,0,C2_P07,44,1284,180,1536,136,252,False
C4_P02_N1_S3_1.JPG,0,C4_P02,2028,232,2204,460,176,228,True
C3_P04_N1_S3_1.JPG,0,C3_P04,1436,1076,1748,1596,312,520,True
C2_P04_N1_S2_1.JPG,0,C2_P04,1284,860,1460,1136,176,276,False
C3_P02_N1_S5_1.JPG,0,C3_P02,1728,136,1892,368,164,232,True
C2_P06_N2_S4_2.JPG,0,C2_P06,1776,520,1916,744,140,224,False
C1_P06_N1_S5_1.JPG,0,C1_P06,1676,676,1832,892,156,216,True
C3_P01_N2_S3_1.JPG,0,C3_P01,988,1836,1248,2192,260,356,True
C4_P04_N1_S4_1.JPG,0,C4_P04,1236,1192,1436,1488,200,296,True
C4_P02_N2_S4_1.JPG,0,C4_P02,1440,608,1604,848,164,240,True
C4_P05_N2_S4_1.JPG,0,C4_P05,1304,1196,1500,1496,196,300,True
C3_P05_N4_S2_1.JPG,0,C3_P05,3620,356,3944,860,324,504,True
C3_P02_N1_S5_1.JPG,0,C3_P02,612,628,776,860,164,232,True
C4_P08_N2_S4_1.JPG,0,C4_P08,2340,8,2560,320,220,312,False
C2_P02_N1_S5_1.JPG,0,C2_P02,504,1780,612,1924,108,144,True
C4_P02_N2_S3_1.JPG,0,C4_P02,1016,308,1200,548,184,240,True
C4_P07_N3_S3_1.JPG,0,C4_P07,508,864,692,1148,184,284,True
C4_P02_N2_S4_1.JPG,0,C4_P02,2004,40,2164,264,160,224,True
C1_P04_N2_S4_1.JPG,0,C1_P04,2852,180,3052,516,200,336,True
C1_P09_N2_S4_1.JPG,0,C1_P09,1784,60,1936,336,152,276,False
C2_P02_N3_S3_1.JPG,0,C2_P02,2264,732,2472,1040,208,308,True
C3_P06_N3_S4_2.JPG,0,C3_P06,3244,196,3476,640,232,444,True
C2_P04_N1_S5_1.JPG,0,C2_P04,152,584,272,772,120,188,False
C3_P04_N2_S3_1.JPG,0,C3_P04,1708,156,2048,748,340,592,True
C1_P03_N1_S4_2.JPG,0,C1_P03,280,1136,420,1324,140,188,False
C1_P05_N1_S4_1.JPG,0,C1_P05,1060,1428,1276,1784,216,356,True
C3_P06_N2_S3_1.JPG,0,C3_P06,1344,480,1580,888,236,408,True
C1_P12_N3_S3_1.JPG,0,C1_P12,80,280,328,708,248,428,True
C3_P04_N2_S3_1.JPG,0,C3_P04,2760,288,3084,776,324,488,True
C2_P02_N1_S5_1.JPG,0,C2_P02,176,916,280,1084,104,168,True
C4_P02_N4_S3_1.JPG,0,C4_P02,1600,320,1776,584,176,264,True
C2_P04_N1_S5_1.JPG,0,C2_P04,1564,1548,1700,1748,136,200,False
C1_P09_N2_S6_1.JPG,0,C1_P09,1164,820,1340,1112,176,292,False
C1_P01_N2_S4_1.JPG,0,C1_P01,664,744,924,1184,260,440,True
C1_P04_N2_S4_1.JPG,0,C1_P04,1068,2024,1284,2376,216,352,True
C4_P06_N1_S3_1.JPG,0,C4_P06,2096,1492,2280,1852,184,360,True
C2_P02_N2_S4_1.JPG,0,C2_P02,116,1132,280,1384,164,252,True
C4_P05_N1_S5_1.JPG,0,C4_P05,596,60,736,288,140,228,True
C1_P04_N4_S2_1.JPG,0,C1_P04,1140,228,1392,696,252,468,True
C1_P08_N4_S4_1.JPG,0,C1_P08,1052,964,1268,1324,216,360,True
C4_P08_N2_S4_1.JPG,0,C4_P08,2264,1744,2472,2032,208,288,False
C3_P07_N3_S3_1.JPG,0,C3_P07,2024,1956,2284,2288,260,332,True
C2_P05_N3_S3_1.JPG,0,C2_P05,904,1208,1108,1512,204,304,True
C1_P11_N1_S4_2.JPG,0,C1_P11,2012,912,2232,1196,220,284,True
C2_P07_N1_S6_1.JPG,0,C2_P07,160,1192,260,1340,100,148,False
C3_P05_N2_S4_1.JPG,0,C3_P05,1360,752,1584,1080,224,328,True
C1_P11_N2_S3_2.JPG,0,C1_P11,2840,324,3072,644,232,320,True
C3_P03_N1_S4_1.JPG,0,C3_P03,2128,288,2324,536,196,248,True
C4_P08_N2_S3_2.JPG,0,C4_P08,2300,900,2512,1208,212,308,False
C4_P05_N5_S2_1.JPG,0,C4_P05,96,276,308,596,212,320,True
C2_P09_N1_S7_1.JPG,0,C2_P09,456,1404,560,1572,104,168,False
C4_P07_N2_S4_1.JPG,0,C4_P07,2304,1188,2476,1472,172,284,True
C1_P08_N2_S4_2.JPG,0,C1_P08,956,2024,1156,2368,200,344,True
C2_P01_N1_S3_1.JPG,0,C2_P01,44,256,180,428,136,172,True
C2_P04_N2_S4_1.JPG,0,C2_P04,756,1480,928,1712,172,232,False
C2_P04_N3_S2_1.JPG,0,C2_P04,1172,704,1340,964,168,260,False
C3_P06_N4_S3_1.JPG,0,C3_P06,2232,432,2476,912,244,480,True
C1_P02_N3_S3_1.JPG,0,C1_P02,328,1920,664,2416,336,496,True
C1_P03_N1_S4_1.JPG,0,C1_P03,1136,1472,1304,1708,168,236,False
C2_P05_N1_S5_1.JPG,0,C2_P05,288,128,420,324,132,196,True
C2_P07_N2_S4_1.JPG,0,C2_P07,764,508,912,752,148,244,False
C2_P08_N1_S4_1.JPG,0,C2_P08,220,1336,380,1572,160,236,False
C1_P06_N3_S3_2.JPG,0,C1_P06,192,1216,424,1548,232,332,True
C2_P09_N1_S7_2.JPG,0,C2_P09,1416,1100,1512,1236,96,136,False
C1_P10_N1_S4_1.JPG,0,C1_P10,1024,140,1184,448,160,308,True
C1_P10_N2_S4_1.JPG,0,C1_P10,312,1428,500,1684,188,256,True
C3_P01_N4_S3_1.JPG,0,C3_P01,1520,344,1808,768,288,424,True
C4_P03_N2_S3_2.JPG,0,C4_P03,148,1488,340,1752,192,264,True
C3_P06_N2_S3_1.JPG,0,C3_P06,1164,1708,1380,2076,216,368,True
C1_P04_N3_S3_1.JPG,0,C1_P04,852,496,1060,816,208,320,True
C4_P08_N1_S4_1.JPG,0,C4_P08,1820,1712,2012,2008,192,296,False
C3_P05_N1_S3_1.JPG,0,C3_P05,1604,424,1812,704,208,280,True
C4_P06_N1_S4_1.JPG,0,C4_P06,1292,716,1488,1068,196,352,True
C2_P01_N3_S3_1.JPG,0,C2_P01,1432,100,1592,320,160,220,True
C3_P07_N2_S4_1.JPG,0,C3_P07,2484,1980,2664,2256,180,276,True
C4_P08_N2_S3_2.JPG,0,C4_P08,832,1464,1044,1784,212,320,False
C3_P06_N1_S5_1.JPG,0,C3_P06,1540,576,1688,904,148,328,True
C4_P01_N3_S3_1.JPG,0,C4_P01,2048,388,2244,684,196,296,True
C3_P06_N1_S5_1.JPG,0,C3_P06,1156,1104,1332,1396,176,292,True
C1_P11_N2_S4_1.JPG,0,C1_P11,864,1472,1080,1844,216,372,True
C3_P05_N1_S3_1.JPG,0,C3_P05,2536,1112,2736,1420,200,308,True
C4_P02_N2_S4_1.JPG,0,C4_P02,432,1168,584,1388,152,220,True
C3_P01_N2_S2_2.JPG,0,C3_P01,2932,568,3260,1212,328,644,True
C4_P02_N2_S4_1.JPG,0,C4_P02,1484,1196,1636,1428,152,232,True
C2_P09_N1_S7_1.JPG,0,C2_P09,856,1180,936,1320,80,140,False
C3_P01_N2_S2_2.JPG,0,C3_P01,2516,1708,2856,2256,340,548,True
C2_P09_N1_S7_2.JPG,0,C2_P09,184,1080,272,1244,88,164,False
C2_P01_N2_S2_1.JPG,0,C2_P01,1748,364,1928,600,180,236,True
C3_P02_N1_S5_1.JPG,0,C3_P02,288,620,452,852,164,232,True
C2_P07_N3_S3_1.JPG,0,C2_P07,1068,748,1244,1024,176,276,False
C1_P03_N3_S2_1.JPG,0,C1_P03,96,1128,288,1432,192,304,False
C3_P06_N2_S3_2.JPG,0,C3_P06,2832,292,3080,756,248,464,True
C4_P08_N2_S3_2.JPG,0,C4_P08,628,1408,840,1764,212,356,False
C3_P03_N2_S4_1.JPG,0,C3_P03,2520,828,2696,1136,176,308,True
C3_P06_N1_S3_1.JPG,0,C3_P06,1256,1780,1472,2156,216,376,True
C1_P08_N4_S4_1.JPG,0,C1_P08,840,1556,1068,1884,228,328,True
C3_P03_N2_S3_1.JPG,0,C3_P03,176,1940,428,2368,252,428,True
C1_P05_N1_S4_3.JPG,0,C1_P05,780,296,1012,612,232,316,True
C2_P08_N1_S4_1.JPG,0,C2_P08,820,140,996,380,176,240,False
C1_P09_N2_S4_1.JPG,0,C1_P09,1932,1240,2128,1492,196,252,False
C3_P02_N1_S2_2.JPG,0,C3_P02,3052,1280,3320,1648,268,368,True
C1_P04_N2_S3_1.JPG,0,C1_P04,1304,1080,1508,1420,204,340,True
C1_P12_N2_S4_1.JPG,0,C1_P12,968,1488,1188,1820,220,332,True
C1_P06_N1_S5_1.JPG,0,C1_P06,1480,2100,1624,2340,144,240,True
C1_P09_N1_S5_1.JPG,0,C1_P09,1060,492,1236,788,176,296,False
C4_P07_N1_S4_1.JPG,0,C4_P07,1232,1712,1436,2004,204,292,True
C3_P03_N3_S3_1.JPG,0,C3_P03,2004,1036,2248,1392,244,356,True
C1_P03_N2_S3_1.JPG,0,C1_P03,2616,448,2840,776,224,328,False
C1_P05_N3_S4_1.JPG,0,C1_P05,768,756,988,1096,220,340,True
C2_P06_N3_S3_1.JPG,0,C2_P06,436,1036,600,1284,164,248,False
C1_P06_N1_S4_2.JPG,0,C1_P06,860,2072,1092,2388,232,316,True
C3_P04_N1_S4_1.JPG,0,C3_P04,1444,1272,1640,1552,196,280,True
C2_P02_N1_S5_1.JPG,0,C2_P02,76,912,180,1080,104,168,True
C3_P07_N2_S2_1.JPG,0,C3_P07,3896,1376,4319,1948,423,572,True
C3_P02_N1_S2_1.JPG,0,C3_P02,160,440,416,816,256,376,True
C3_P06_N3_S4_1.JPG,0,C3_P06,1252,1332,1476,1648,224,316,True
C4_P03_N3_S3_1.JPG,0,C4_P03,2584,1532,2748,1820,164,288,True
C2_P04_N3_S2_1.JPG,0,C2_P04,1500,716,1668,976,168,260,False
C3_P03_N1_S5_1.JPG,0,C3_P03,328,1676,480,1908,152,232,True
C2_P08_N1_S6_1.JPG,0,C2_P08,356,1216,468,1368,112,152,False
C2_P07_N1_S6_1.JPG,0,C2_P07,440,956,540,1104,100,148,False
C1_P11_N2_S3_2.JPG,0,C1_P11,1080,1480,1296,1840,216,360,True
C2_P02_N1_S4_1.JPG,0,C2_P02,440,204,608,456,168,252,True
C2_P09_N1_S7_2.JPG,0,C2_P09,2260,640,2352,800,92,160,False
C1_P04_N1_S5_2.JPG,0,C1_P04,1716,1232,1856,1452,140,220,True
C4_P08_N2_S3_1.JPG,0,C4_P08,72,680,288,1040,216,360,False
C1_P03_N3_S2_1.JPG,0,C1_P03,1712,544,1920,816,208,272,False
C1_P05_N2_S4_2.JPG,0,C1_P05,772,248,1008,560,236,312,True
C2_P08_N1_S6_1.JPG,0,C2_P08,364,916,464,1092,100,176,False
C2_P08_N1_S6_1.JPG,0,C2_P08,588,368,688,540,100,172,False
C1_P09_N1_S5_2.JPG,0,C1_P09,744,1676,912,1956,168,280,False
C3_P03_N1_S4_1.JPG,0,C3_P03,2320,2116,2540,2431,220,315,True
C1_P04_N1_S5_1.JPG,0,C1_P04,84,2080,240,2380,156,300,True
C2_P04_N1_S5_1.JPG,0,C2_P04,380,908,500,1104,120,196,False
C1_P03_N1_S4_1.JPG,0,C1_P03,1148,256,1316,484,168,228,False
C4_P05_N2_S4_1.JPG,0,C4_P05,2120,188,2320,488,200,300,True
C3_P04_N2_S4_1.JPG,0,C3_P04,1340,156,1540,480,200,324,True
C1_P08_N3_S3_1.JPG,0,C1_P08,2296,332,2548,696,252,364,True
C1_P06_N1_S4_2.JPG,0,C1_P06,880,832,1076,1112,196,280,True
C1_P11_N1_S3_2.JPG,0,C1_P11,2448,1064,2672,1388,224,324,True
C1_P08_N2_S4_2.JPG,0,C1_P08,2624,1452,2800,1796,176,344,True
C2_P04_N3_S4_1.JPG,0,C2_P04,1600,1092,1772,1336,172,244,False
C3_P06_N3_S3_1.JPG,0,C3_P06,0,352,312,820,312,468,True
C3_P02_N2_S4_1.JPG,0,C3_P02,1128,2056,1332,2352,204,296,True
C4_P01_N2_S2_1.JPG,0,C4_P01,2304,336,2516,636,212,300,True
C2_P02_N3_S2_1.JPG,0,C2_P02,1156,856,1384,1196,228,340,True
C3_P04_N1_S4_1.JPG,0,C3_P04,960,1736,1156,2084,196,348,True
